product_id,skin_type
P500120,normal
P500120,dry
P444237,normal
P444237,combination
P444237,oily
P444237,dry
P435387,normal
P435387,combination
P435387,dry
P435387,oily
P481350,combination
P481350,normal
P481350,oily
P501591,oily
P501591,combination
P501591,normal
P501591,dry
P474942,combination
P474942,dry
P474942,normal
P438362,dry
P438362,combination
P438362,oily
P438362,normal
P503572,combination
P503572,normal
P503572,oily
P504780,combination
P504780,oily
P504780,normal
P504810,combination
P504810,oily
P504810,normal
P504810,dry
P482259,combination
P482259,dry
P482259,normal
P482259,oily
P503997,normal
P503997,combination
P503997,dry
P503935,dry
P503935,combination
P503935,oily
P475926,dry
P475926,normal
P475926,combination
P504815,combination
P504815,normal
P504815,dry
P448546,dry
P448546,oily
P448546,combination
P462381,dry
P462381,combination
P462381,normal
P462381,oily
P402993,normal
P402993,dry
P402993,combination
P402993,oily
P448549,dry
P448549,oily
P448549,combination
P448549,normal
P448544,normal
P448544,dry
P448544,combination
P474036,dry
P474036,combination
P474036,normal
P474036,oily
P471017,combination
P471017,dry
P471017,oily
P471017,normal
P457010,combination
P457010,dry
P451737,combination
P451737,normal
P504320,combination
P504320,normal
P504320,dry
P504320,oily
P503655,dry
P503655,combination
P503655,oily
P503655,normal
P501474,dry
P501474,combination
P501474,oily
P476496,combination
P476496,dry
P476496,oily
P429504,oily
P429504,combination
P429504,dry
P429504,normal
P504303,combination
P504303,dry
P504303,normal
P504790,combination
P504790,oily
P504790,dry
P504790,normal
P451727,combination
P451727,dry
P477761,dry
P477761,combination
P477761,oily
P504447,normal
P504447,combination
P504447,dry
P416589,combination
P416589,dry
P448713,combination
P448713,oily
P467608,combination
P467608,dry
P467608,normal
P456434,oily
P456434,combination
P456434,normal
P474369,oily
P474369,combination
P474369,dry
P469452,combination
P469452,oily
P469452,normal
P469452,dry
P503552,combination
P503552,normal
P503552,dry
P405825,normal
P405825,dry
P405825,combination
P467756,dry
P467756,combination
P501003,dry
P501003,normal
P501003,combination
P500116,combination
P500116,dry
P500116,oily
P500116,normal
P505378,dry
P505378,combination
P505378,normal
P454800,combination
P454800,oily
P454800,dry
P502740,combination
P502740,dry
P502740,oily
P500238,normal
P500238,dry
P500238,combination
P500983,dry
P500983,combination
P500983,normal
P457274,combination
P457274,dry
P504272,dry
P504272,oily
P504272,combination
P504272,normal
P483078,dry
P483078,combination
P483078,oily
P483078,normal
P504452,dry
P504452,combination
P503912,normal
P503912,dry
P503912,combination
P463951,dry
P463951,oily
P463951,combination
P503226,dry
P503226,combination
P503226,oily
P438630,normal
P438630,dry
P438630,combination
P467649,combination
P467649,normal
P467649,dry
P479974,dry
P479974,normal
P479974,combination
P444987,dry
P444987,oily
P444987,normal
P444987,combination
P500502,combination
P500502,oily
P500502,normal
P409227,combination
P409227,dry
P409227,normal
P448551,oily
P448551,dry
P448551,combination
P448551,normal
P472471,dry
P472471,normal
P472471,combination
P472471,oily
P439099,dry
P439099,combination
P505209,normal
P505209,combination
P505209,oily
P505209,dry
P502365,oily
P502365,combination
P502365,dry
P502998,normal
P502998,oily
P502998,dry
P502998,combination
P502771,oily
P502771,combination
P502771,dry
P502771,normal
P480174,combination
P483145,combination
P500729,combination
P500729,dry
P502237,combination
P502237,oily
P502237,dry
P480610,combination
P480610,dry
P480610,normal
P462379,dry
P462379,combination
P462375,normal
P462375,combination
P451750,oily
P451750,combination
P451750,dry
P451750,normal
P483058,combination
P483058,normal
P483058,dry
P483058,oily
P477150,combination
P477150,dry
P477150,normal
P468410,normal
P468410,combination
P505274,oily
P505274,combination
P505274,normal
P505274,dry
P482021,normal
P482021,combination
P405285,dry
P405285,normal
P482258,combination
P482258,normal
P481970,normal
P481970,combination
P481970,dry
P482256,combination
P482256,dry
P482256,oily
P439098,normal
P439098,dry
P439098,combination
P439098,oily
P505210,normal
P505210,oily
P505210,combination
P505210,dry
P457009,combination
P457009,oily
P454795,dry
P454795,combination
P502725,combination
P502725,normal
P503872,dry
P503872,combination
P503872,oily
P503872,normal
P462384,dry
P462384,combination
P462384,oily
P500782,dry
P500782,combination
P463106,combination
P463106,normal
P463106,dry
P448550,dry
P448550,combination
P448550,normal
P503933,combination
P503933,normal
P423166,combination
P423166,dry
P480289,combination
P480289,oily
P480289,dry
P483141,normal
P483141,combination
P483141,dry
P483141,oily
P481668,oily
P481668,combination
P481668,dry
P481668,normal
P458963,combination
P458963,normal
P458963,dry
P458963,oily
P505452,dry
P505452,combination
P505452,oily
P505452,normal
P440922,oily
P440922,combination
P440922,dry
P502977,combination
P477812,dry
P477812,combination
P477812,oily
P500775,combination
P500775,normal
P500775,dry
P481704,normal
P481704,combination
P481704,dry
P504881,combination
P472342,dry
P472342,oily
P472342,combination
P503944,combination
P503944,dry
P504594,combination
P504594,normal
P504594,dry
P504848,dry
P504848,oily
P504848,combination
P480604,oily
P480604,dry
P480604,combination
P483694,combination
P483694,dry
P501550,combination
P500060,oily
P500060,dry
P500060,normal
P500060,combination
P500880,dry
P500880,combination
P468196,oily
P468196,combination
P468196,normal
P482661,dry
P482661,combination
P481062,combination
P481062,oily
P481062,dry
P462383,combination
P462383,normal
P416588,normal
P416588,combination
P460757,oily
P460757,dry
P503876,dry
P503876,combination
P504283,dry
P504283,combination
P504283,normal
P503894,combination
P503894,dry
P503894,normal
P462386,combination
P462386,oily
P469193,normal
P469193,combination
P479946,combination
P479946,normal
P504840,combination
P504840,dry
P500124,combination
P500124,oily
P500124,dry
P481081,combination
P481081,normal
P481081,dry
P503635,dry
P503635,combination
P467757,combination
P467757,normal
P481082,combination
P481082,dry
P435790,dry
P435790,normal
P435790,combination
P432240,oily
P432240,combination
P463109,normal
P463109,combination
P463109,dry
P502978,combination
P502978,oily
P503934,combination
P503934,normal
P502842,combination
P502842,dry
P502842,oily
P479646,combination
P479646,normal
P479646,dry
P457279,combination
P503892,dry
P503892,combination
P503892,normal
P480176,combination
P480176,oily
P502448,combination
P471784,dry
P471784,combination
P483693,normal
P483693,combination
P450935,dry
P450935,combination
P481971,combination
P481077,oily
P481077,combination
P502235,dry
P502235,combination
P502195,dry
P470548,normal
P470548,combination
P470548,dry
P500482,dry
P500482,normal
P500482,combination
P500763,dry
P500998,dry
P500998,oily
P477706,dry
P477706,combination
P476686,combination
P448547,normal
P448547,combination
P479947,combination
P406656,normal
P406656,combination
P501566,dry
P501566,combination
P505381,combination
P505381,dry
P505381,normal
P432255,combination
P480355,dry
P480355,combination
P504289,dry
P479696,dry
P479696,combination
P501264,dry
P501264,oily
P395507,dry
P475083,dry
P502709,combination
P455229,dry
P455229,normal
P504987,combination
P504987,dry
P504018,combination
P481342,combination
P482747,combination
P482747,dry
P423167,oily
P423167,combination
P474323,combination
P502047,combination
P483089,normal
P483089,combination
P500464,combination
P504888,combination
P504888,normal
P504221,dry
P504411,dry
P504053,combination
P500256,dry
P474941,combination
P500151,oily
P500151,normal
P423168,combination
P423168,oily
P502186,combination
P501585,dry
P501585,combination
P502823,combination
P502823,dry
P504985,combination
P455915,combination
P501886,combination
P480445,oily
P502192,combination
P503915,combination
P504424,dry
P504850,dry
P504850,combination
P501153,combination
P501175,dry
P483691,combination
P505208,normal
P480354,normal
P504464,combination
P500155,combination
P481397,combination
P504417,dry
P483086,combination
P504882,dry
P470538,combination
P505120,oily
P505120,dry
P503877,combination
P478260,oily
P478270,dry
P481993,combination
P480441,combination
P504443,normal
P469829,dry
P505174,dry
P476571,combination
P460622,combination
P460622,oily
P505392,normal
P505392,combination
P505392,oily
P505392,dry
P467976,combination
P467976,normal
P467976,oily
P467976,dry
P472469,combination
P472469,dry
P472469,normal
P472469,oily
P481697,combination
P481697,normal
P481697,dry
P481697,oily
P460856,dry
P460856,combination
P460856,oily
P460856,normal
P467971,normal
P467971,combination
P467971,dry
P467971,oily
P475190,dry
P475190,combination
P475190,normal
P475190,oily
P454102,normal
P454102,combination
P454102,oily
P454102,dry
P480461,combination
P480461,dry
P480461,normal
P480461,oily
P504045,combination
P504045,dry
P504045,normal
P504045,oily
P475951,dry
P475951,combination
P475951,normal
P475951,oily
P415773,dry
P415773,combination
P415773,normal
P415773,oily
P501199,combination
P501199,oily
P501199,dry
P501199,normal
P472052,combination
P472052,dry
P472052,normal
P472052,oily
P467120,dry
P467120,oily
P467120,combination
P467120,normal
P453928,dry
P453928,combination
P453928,normal
P453928,oily
P475124,combination
P475124,dry
P475124,normal
P475124,oily
P470227,normal
P470227,combination
P470227,oily
P470227,dry
P415202,normal
P415202,combination
P415202,dry
P415202,oily
P504042,normal
P504042,combination
P504042,dry
P504042,oily
P482681,combination
P482681,oily
P482681,dry
P482681,normal
P501178,combination
P501178,oily
P501178,normal
P501178,dry
P173652,dry
P173652,combination
P173652,oily
P173652,normal
P447596,oily
P447596,combination
P447596,dry
P447596,normal
P474822,combination
P474822,dry
P474822,normal
P474822,oily
P444970,combination
P444970,dry
P444970,oily
P444970,normal
P446909,combination
P446909,normal
P446909,dry
P446909,oily
P472810,combination
P472810,normal
P472810,oily
P472810,dry
P466114,combination
P466114,dry
P466114,normal
P466114,oily
P482325,combination
P482325,dry
P482325,oily
P482325,normal
P456571,combination
P456571,normal
P456571,dry
P456571,oily
P417980,normal
P417980,combination
P417980,oily
P417980,dry
P500756,combination
P500756,normal
P500756,oily
P500756,dry
P475135,combination
P475135,normal
P475135,dry
P475135,oily
P457695,dry
P457695,normal
P457695,combination
P457695,oily
P465741,combination
P465741,oily
P465741,dry
P465741,normal
P470065,dry
P470065,combination
P470065,oily
P470065,normal
P447778,combination
P447778,normal
P447778,dry
P447778,oily
P469088,combination
P469088,oily
P469088,normal
P469088,dry
P478029,combination
P478029,oily
P478029,normal
P478029,dry
P433456,normal
P433456,combination
P433456,dry
P433456,oily
P503814,combination
P503814,normal
P503814,dry
P503814,oily
P400204,combination
P400204,dry
P400204,oily
P400204,normal
P458917,dry
P458917,combination
P458917,oily
P458917,normal
P445833,oily
P445833,combination
P445833,dry
P445833,normal
P479903,combination
P479903,dry
P479903,oily
P479903,normal
P407444,combination
P407444,oily
P407444,dry
P407444,normal
P481833,oily
P481833,combination
P481833,normal
P481833,dry
P474075,combination
P474075,oily
P474075,dry
P474075,normal
P504001,normal
P504001,combination
P504001,dry
P504001,oily
P501288,dry
P501288,oily
P501288,combination
P501288,normal
P504064,normal
P504064,combination
P504064,oily
P504064,dry
P483138,combination
P483138,oily
P483138,dry
P483138,normal
P503651,combination
P503651,normal
P503651,dry
P503651,oily
P436353,normal
P436353,dry
P436353,combination
P436353,oily
P467750,dry
P467750,normal
P467750,combination
P467750,oily
P472021,dry
P472021,combination
P472021,oily
P472021,normal
P453929,normal
P453929,dry
P453929,combination
P453929,oily
P388200,combination
P388200,dry
P388200,oily
P388200,normal
P503642,dry
P503642,combination
P503642,normal
P503642,oily
P475181,dry
P475181,oily
P475181,combination
P475181,normal
P467647,combination
P467647,normal
P467647,oily
P467647,dry
P475629,dry
P475629,combination
P475629,oily
P475629,normal
P479732,combination
P479732,oily
P479732,normal
P479732,dry
P416923,combination
P416923,normal
P416923,dry
P416923,oily
P457522,normal
P457522,dry
P457522,combination
P457522,oily
P455929,normal
P455929,combination
P455929,oily
P455929,dry
P397624,combination
P397624,oily
P397624,dry
P397624,normal
P459130,oily
P459130,dry
P459130,normal
P459130,combination
P406104,dry
P406104,combination
P406104,normal
P406104,oily
P479633,combination
P479633,normal
P479633,dry
P479633,oily
P432048,combination
P432048,normal
P432048,dry
P432048,oily
P482008,normal
P482008,combination
P482008,dry
P482008,oily
P462344,dry
P462344,oily
P462344,combination
P462344,normal
P455924,normal
P455924,combination
P455924,oily
P455924,dry
P483137,combination
P483137,oily
P483137,dry
P483137,normal
P433457,combination
P433457,normal
P433457,oily
P433457,dry
P4032,dry
P4032,combination
P4032,normal
P4032,oily
P453826,combination
P453826,dry
P453826,oily
P453826,normal
P441323,normal
P441323,combination
P441323,dry
P441323,oily
P467652,oily
P467652,dry
P467652,combination
P467652,normal
P397310,combination
P397310,normal
P397310,oily
P397310,dry
P446422,combination
P446422,normal
P446422,oily
P446422,dry
P423150,combination
P423150,dry
P423150,oily
P423150,normal
P443351,combination
P443351,dry
P443351,oily
P443351,normal
P482329,combination
P482329,dry
P482329,oily
P482329,normal
P467111,dry
P467111,combination
P467111,oily
P467111,normal
P421600,combination
P421600,normal
P421600,dry
P421600,oily
P455242,combination
P455242,dry
P455242,oily
P455242,normal
P503913,dry
P503913,normal
P503913,combination
P503913,oily
P444226,oily
P444226,dry
P444226,combination
P444226,normal
P482692,normal
P482692,combination
P482692,dry
P482692,oily
P423123,normal
P423123,combination
P423123,oily
P423123,dry
P450244,oily
P450244,combination
P450244,dry
P450244,normal
P467118,oily
P467118,combination
P467118,normal
P467118,dry
P422013,combination
P422013,oily
P422013,normal
P422013,dry
P411254,combination
P411254,normal
P411254,dry
P411254,oily
P459128,combination
P459128,oily
P459128,dry
P459128,normal
P434550,combination
P434550,dry
P434550,oily
P434550,normal
P470221,combination
P470221,oily
P470221,dry
P470221,normal
P474825,combination
P474825,dry
P474825,oily
P474825,normal
P460514,dry
P460514,normal
P460514,combination
P460514,oily
P454100,dry
P454100,oily
P454100,combination
P454100,normal
P469537,combination
P469537,dry
P469537,normal
P469537,oily
P430818,normal
P430818,dry
P430818,combination
P430818,oily
P464245,normal
P464245,dry
P464245,combination
P464245,oily
P440482,combination
P440482,oily
P440482,dry
P440482,normal
P449188,combination
P449188,dry
P449188,normal
P449188,oily
P483664,combination
P483664,dry
P483664,normal
P483664,oily
P430903,dry
P430903,combination
P430903,oily
P430903,normal
P501581,combination
P501581,dry
P501581,normal
P501581,oily
P409630,normal
P409630,combination
P409630,dry
P409630,oily
P504639,combination
P504639,normal
P504639,dry
P504639,oily
P467630,combination
P467630,dry
P467630,normal
P467630,oily
P380000,dry
P380000,oily
P380000,combination
P380000,normal
P469118,normal
P469118,combination
P469118,dry
P469118,oily
P467617,combination
P467617,dry
P467617,oily
P467617,normal
P435209,dry
P435209,oily
P435209,combination
P435209,normal
P500894,combination
P500894,dry
P500894,normal
P500894,oily
P455365,combination
P455365,oily
P455365,dry
P455365,normal
P455900,dry
P455900,normal
P455900,combination
P455900,oily
P454389,dry
P454389,combination
P454389,oily
P454389,normal
P480447,dry
P480447,combination
P480447,oily
P480447,normal
P501282,normal
P501282,dry
P501282,combination
P501282,oily
P443838,oily
P443838,dry
P443838,combination
P443838,normal
P460513,oily
P460513,combination
P460513,dry
P460513,normal
P456572,dry
P456572,combination
P456572,oily
P456572,normal
P423254,combination
P423254,oily
P423254,dry
P423254,normal
P455894,combination
P455894,oily
P455894,normal
P455894,dry
P500618,dry
P500618,combination
P500618,oily
P500618,normal
P472302,normal
P472302,combination
P472302,oily
P472302,dry
P201439,dry
P201439,combination
P201439,oily
P201439,normal
P464241,dry
P464241,combination
P464241,oily
P464241,normal
P474826,combination
P474826,oily
P474826,normal
P474826,dry
P439927,combination
P439927,dry
P439927,normal
P439927,oily
P122727,combination
P122727,dry
P122727,oily
P122727,normal
P501321,combination
P501321,dry
P501321,oily
P501321,normal
P244701,oily
P244701,combination
P244701,dry
P244701,normal
P456988,normal
P456988,combination
P456988,oily
P456988,dry
P467251,combination
P467251,normal
P467251,oily
P467251,dry
P457510,oily
P457510,combination
P457510,dry
P457510,normal
P504044,combination
P504044,dry
P504044,normal
P504044,oily
P469439,combination
P469439,normal
P469439,dry
P469439,oily
P450632,oily
P450632,combination
P450632,dry
P450632,normal
P476731,oily
P476731,combination
P476731,dry
P476731,normal
P404794,dry
P404794,combination
P404794,oily
P404794,normal
P397623,normal
P397623,combination
P397623,dry
P397623,oily
P402014,combination
P402014,dry
P402014,oily
P402014,normal
P475194,combination
P475194,normal
P475194,dry
P475194,oily
P482061,normal
P482061,oily
P482061,combination
P482061,dry
P474332,combination
P474332,dry
P474332,normal
P474332,oily
P479692,dry
P479692,combination
P479692,normal
P479692,oily
P9939,dry
P9939,combination
P9939,normal
P9939,oily
P439643,combination
P439643,normal
P439643,dry
P439643,oily
P474330,combination
P474330,oily
P474330,dry
P474330,normal
P475086,dry
P475086,oily
P475086,combination
P475086,normal
P475159,combination
P475159,dry
P475159,normal
P475159,oily
P479340,combination
P479340,dry
P479340,normal
P479340,oily
P122782,dry
P122782,combination
P122782,normal
P122782,oily
P474333,dry
P474333,combination
P474333,oily
P474333,normal
P385631,oily
P385631,combination
P385631,dry
P385631,normal
P459129,combination
P459129,normal
P459129,dry
P459129,oily
P482006,combination
P482006,dry
P482006,normal
P482006,oily
P479351,dry
P479351,combination
P479351,normal
P479351,oily
P429954,combination
P429954,oily
P429954,dry
P429954,normal
P462747,combination
P462747,oily
P462747,dry
P462747,normal
P464234,normal
P464234,combination
P464234,oily
P464234,dry
P424378,combination
P424378,dry
P424378,oily
P424378,normal
P482269,dry
P482269,combination
P482269,normal
P482269,oily
P454095,dry
P454095,normal
P454095,combination
P454095,oily
P502326,dry
P502326,combination
P502326,normal
P502326,oily
P504309,combination
P504309,dry
P504309,normal
P504309,oily
P504433,combination
P504433,oily
P504433,dry
P504433,normal
P296413,combination
P296413,normal
P296413,dry
P296413,oily
P469510,combination
P469510,dry
P469510,normal
P469510,oily
P470058,normal
P470058,combination
P470058,dry
P470058,oily
P455613,combination
P455613,dry
P455613,normal
P455613,oily
P484067,combination
P484067,oily
P484067,normal
P484067,dry
P417867,dry
P417867,combination
P417867,normal
P417867,oily
P433143,normal
P433143,combination
P433143,dry
P433143,oily
P464235,combination
P464235,oily
P464235,normal
P464235,dry
P462891,combination
P462891,normal
P462891,oily
P462891,dry
P503747,combination
P503747,normal
P503747,oily
P503747,dry
P500716,oily
P500716,dry
P500716,combination
P500716,normal
P505049,combination
P505049,dry
P505049,oily
P505049,normal
P483708,oily
P483708,normal
P483708,dry
P483708,combination
P483692,oily
P483692,normal
P483692,dry
P483692,combination
P461667,dry
P461667,combination
P461667,oily
P461667,normal
P442752,combination
P442752,dry
P442752,oily
P442752,normal
P501781,normal
P501781,combination
P501781,dry
P501781,oily
P467973,combination
P467973,dry
P467973,normal
P467973,oily
P478731,combination
P478731,oily
P478731,dry
P478731,normal
P38217,oily
P38217,combination
P38217,normal
P38217,dry
P107306,normal
P107306,combination
P107306,oily
P107306,dry
P447785,combination
P447785,oily
P447785,dry
P447785,normal
P481096,oily
P481096,combination
P481096,dry
P481096,normal
P91627362,dry
P91627362,combination
P91627362,oily
P91627362,normal
P480629,combination
P480629,dry
P480629,oily
P480629,normal
P471039,oily
P471039,combination
P471039,dry
P471039,normal
P458546,combination
P458546,dry
P458546,oily
P458546,normal
P501190,normal
P501190,dry
P501190,combination
P501190,oily
P501243,combination
P501243,normal
P501243,oily
P501243,dry
P420143,dry
P420143,combination
P420143,oily
P420143,normal
P500098,combination
P500098,oily
P500098,dry
P500098,normal
P442753,dry
P442753,combination
P442753,normal
P442753,oily
P474824,combination
P474824,oily
P474824,normal
P474824,dry
P435975,combination
P435975,normal
P435975,oily
P435975,dry
P483658,normal
P483658,oily
P483658,dry
P483658,combination
P442757,dry
P442757,combination
P442757,normal
P442757,oily
P379907,dry
P379907,combination
P379907,normal
P379907,oily
P455899,normal
P455899,dry
P455899,oily
P455899,combination
P417984,normal
P417984,combination
P417984,dry
P417984,oily
P480160,combination
P480160,dry
P480160,normal
P480160,oily
P469530,combination
P469530,normal
P469530,dry
P469530,oily
P500114,oily
P500114,combination
P500114,dry
P500114,normal
P400205,combination
P400205,oily
P400205,dry
P400205,normal
P462339,combination
P462339,oily
P462339,dry
P462339,normal
P473725,combination
P473725,dry
P473725,normal
P473725,oily
P442850,dry
P442850,combination
P442850,normal
P442850,oily
P379711,combination
P379711,dry
P379711,normal
P379711,oily
P500094,combination
P500094,oily
P500094,dry
P500094,normal
P471227,combination
P471227,oily
P471227,dry
P471227,normal
P398761,dry
P398761,combination
P398761,normal
P398761,oily
P429662,combination
P429662,oily
P429662,dry
P429662,normal
P296415,combination
P296415,normal
P296415,dry
P296415,oily
P457442,combination
P457442,oily
P457442,dry
P457442,normal
P232327,combination
P232327,dry
P232327,oily
P232327,normal
P503197,normal
P503197,dry
P503197,combination
P503197,oily
P504429,dry
P504429,combination
P504429,oily
P504429,normal
P427405,normal
P427405,oily
P427405,combination
P427405,dry
P469519,dry
P469519,normal
P469519,combination
P469519,oily
P462829,combination
P462829,dry
P462829,oily
P462829,normal
P6028,dry
P6028,combination
P6028,normal
P6028,oily
P501169,combination
P501169,normal
P501169,dry
P501169,oily
P504421,dry
P504421,normal
P504421,combination
P504421,oily
P433973,normal
P433973,combination
P433973,oily
P433973,dry
P461935,combination
P461935,dry
P461935,oily
P461935,normal
P474326,combination
P474326,dry
P474326,normal
P474326,oily
P392945,combination
P392945,dry
P392945,normal
P392945,oily
P481748,combination
P481748,oily
P481748,normal
P481748,dry
P442759,combination
P442759,dry
P442759,normal
P442759,oily
P503827,normal
P503827,combination
P503827,dry
P503827,oily
P443837,combination
P443837,dry
P443837,oily
P443837,normal
P500039,combination
P500039,oily
P500039,normal
P500039,dry
P405944,combination
P405944,dry
P405944,normal
P405944,oily
P423135,combination
P423135,dry
P423135,normal
P423135,oily
P122876,combination
P122876,oily
P122876,dry
P122876,normal
P477492,dry
P477492,combination
P477492,normal
P477492,oily
P468396,combination
P468396,dry
P468396,normal
P468396,oily
P270543,dry
P270543,combination
P270543,normal
P270543,oily
P483127,combination
P483127,dry
P483127,oily
P483127,normal
P503992,combination
P503992,dry
P503992,normal
P503992,oily
P440937,combination
P440937,normal
P440937,dry
P440937,oily
P469862,dry
P469862,combination
P469862,normal
P469862,oily
P481367,dry
P481367,oily
P481367,normal
P481367,combination
P474971,combination
P474971,oily
P474971,normal
P474971,dry
P469511,combination
P469511,normal
P469511,oily
P469511,dry
P232902,combination
P232902,dry
P232902,oily
P232902,normal
P453713,normal
P453713,dry
P453713,oily
P453713,combination
P479352,combination
P479352,oily
P479352,dry
P479352,normal
P479353,dry
P479353,combination
P479353,oily
P479353,normal
P428240,combination
P428240,oily
P428240,dry
P428240,normal
P503690,combination
P503690,oily
P503690,dry
P503690,normal
P500244,combination
P500244,oily
P500244,dry
P500244,normal
P474325,combination
P474325,dry
P474325,normal
P474325,oily
P481335,combination
P481335,normal
P481335,oily
P481335,dry
P482529,normal
P482529,combination
P482529,oily
P482529,dry
P469507,dry
P469507,combination
P469507,oily
P469507,normal
P475932,combination
P475932,oily
P475932,dry
P475932,normal
P432831,normal
P432831,combination
P432831,dry
P432831,oily
P407387,combination
P407387,dry
P407387,normal
P407387,oily
P476028,combination
P476028,dry
P476028,oily
P476028,normal
P501213,combination
P501213,normal
P501213,oily
P501213,dry
P503867,combination
P503867,dry
P503867,normal
P503867,oily
P480284,dry
P480284,combination
P480284,oily
P480284,normal
P504028,oily
P504028,combination
P504028,normal
P504028,dry
P482552,dry
P482552,normal
P482552,oily
P482552,combination
P471033,combination
P471033,normal
P471033,oily
P471033,dry
P386739,combination
P386739,dry
P386739,normal
P386739,oily
P469818,dry
P469818,combination
P469818,oily
P469818,normal
P500112,combination
P500112,normal
P500112,dry
P500112,oily
P385253,combination
P385253,normal
P385253,oily
P385253,dry
P448201,normal
P448201,dry
P448201,combination
P448201,oily
P474809,oily
P474809,dry
P474809,combination
P474809,normal
P500055,combination
P500055,dry
P500055,normal
P500055,oily
P455898,dry
P455898,combination
P455898,normal
P455898,oily
P449541,normal
P449541,combination
P449541,dry
P449541,oily
P471038,dry
P471038,normal
P471038,combination
P471038,oily
P420230,combination
P420230,dry
P420230,normal
P420230,oily
P416552,dry
P416552,normal
P416552,combination
P416552,oily
P483136,combination
P483136,dry
P483136,oily
P483136,normal
P475084,dry
P475084,combination
P475084,oily
P475084,normal
P504043,oily
P504043,dry
P504043,combination
P504043,normal
P481354,combination
P481354,oily
P481354,dry
P481354,normal
P501030,dry
P501030,oily
P501030,combination
P501030,normal
P423134,dry
P423134,oily
P423134,normal
P423134,combination
P455338,combination
P455338,dry
P455338,oily
P455338,normal
P438637,combination
P438637,normal
P438637,oily
P438637,dry
P473729,combination
P473729,oily
P473729,dry
P473729,normal
P470040,combination
P470040,oily
P470040,dry
P470040,normal
P469520,normal
P469520,combination
P469520,dry
P469520,oily
P122651,normal
P122651,combination
P122651,dry
P122651,oily
P503250,combination
P503250,dry
P503250,normal
P503250,oily
P423127,normal
P423127,combination
P423127,oily
P423127,dry
P432243,normal
P432243,dry
P432243,combination
P432243,oily
P472023,normal
P472023,oily
P472023,dry
P472023,combination
P392607,combination
P392607,oily
P392607,dry
P392607,normal
P472025,dry
P472025,normal
P472025,combination
P472025,oily
P479722,dry
P479722,combination
P479722,oily
P479722,normal
P417241,combination
P417241,dry
P417241,normal
P417241,oily
P482753,combination
P482753,normal
P482753,oily
P482753,dry
P473133,dry
P473133,normal
P473133,oily
P473133,combination
P421997,combination
P421997,oily
P421997,dry
P421997,normal
P424989,combination
P424989,dry
P424989,normal
P424989,oily
P500329,combination
P500329,oily
P500329,dry
P500329,normal
P474329,combination
P474329,normal
P474329,dry
P474329,oily
P480628,combination
P480628,dry
P480628,normal
P480628,oily
P416312,oily
P416312,combination
P416312,normal
P416312,dry
P473172,dry
P473172,combination
P473172,normal
P473172,oily
P500420,oily
P500420,combination
P500420,dry
P500420,normal
P456194,dry
P456194,combination
P456194,oily
P456194,normal
P417242,oily
P417242,combination
P417242,normal
P417242,dry
P471009,combination
P471009,dry
P471009,normal
P471009,oily
P455623,oily
P455623,combination
P455623,dry
P455623,normal
P505139,combination
P505139,normal
P505139,oily
P505139,dry
P432239,combination
P432239,normal
P432239,oily
P432239,dry
P476459,combination
P476459,normal
P476459,oily
P476459,dry
P429043,combination
P429043,dry
P429043,normal
P429043,oily
P472455,dry
P472455,normal
P472455,combination
P472455,oily
P470217,normal
P470217,oily
P470217,dry
P470217,combination
P481145,combination
P481145,dry
P481145,oily
P481145,normal
P504073,combination
P504073,normal
P504073,oily
P504073,dry
P422248,combination
P422248,oily
P422248,dry
P422248,normal
P500696,combination
P500696,normal
P500696,dry
P500696,oily
P448853,dry
P448853,normal
P448853,combination
P448853,oily
P448934,oily
P448934,combination
P448934,dry
P448934,normal
P431847,combination
P431847,dry
P431847,normal
P431847,oily
P483697,oily
P483697,combination
P483697,dry
P483697,normal
P467115,dry
P467115,combination
P467115,normal
P467115,oily
P482260,combination
P482260,dry
P482260,normal
P482260,oily
P501157,combination
P501157,normal
P501157,dry
P501157,oily
P471541,combination
P471541,normal
P471541,dry
P471541,oily
P475201,combination
P475201,normal
P475201,oily
P475201,dry
P479319,dry
P479319,combination
P479319,oily
P479319,normal
P476010,combination
P476010,oily
P476010,normal
P476010,dry
P504315,combination
P504315,oily
P504315,normal
P504315,dry
P504171,combination
P504171,dry
P504171,oily
P504171,normal
P461522,oily
P461522,combination
P461522,normal
P461522,dry
P474068,combination
P474068,normal
P474068,dry
P474068,oily
P504076,oily
P504076,combination
P504076,dry
P504076,normal
P385632,dry
P385632,combination
P385632,normal
P385632,oily
P422011,normal
P422011,combination
P422011,dry
P422011,oily
P448192,normal
P448192,combination
P448192,oily
P448192,dry
P503865,dry
P503865,normal
P503865,combination
P503865,oily
P403315,normal
P403315,combination
P403315,oily
P403315,dry
P424986,normal
P424986,combination
P424986,dry
P424986,oily
P468211,combination
P468211,dry
P468211,oily
P468211,normal
P443369,normal
P443369,combination
P443369,dry
P443369,oily
P481336,combination
P481336,normal
P481336,oily
P481336,dry
P472448,normal
P472448,dry
P472448,combination
P472448,oily
P483453,combination
P483453,normal
P483453,oily
P483453,dry
P432824,combination
P432824,normal
P432824,oily
P432824,dry
P481142,combination
P481142,dry
P481142,oily
P481142,normal
P465365,combination
P465365,dry
P465365,normal
P465365,oily
P440981,oily
P440981,combination
P440981,normal
P440981,dry
P444216,combination
P444216,dry
P444216,oily
P444216,normal
